Lon,Lat,Elev,ampli47
8.15,45.8,0,0.47
8.15,45.825,0,0.47
8.15,45.85,0,0.47
8.15,45.875,0,0.47
8.15,45.9,0,0.47
8.15,45.925,0,0.47
8.15,45.95,0,0.95
8.15,45.975,0,0.95
8.15,46,0,0.95
8.15,46.025,0,0.95
8.15,46.05,0,0.95
8.15,46.075,0,0.47
8.15,46.1,0,0.47
8.15,46.125,0,0.47
8.15,46.15,0,0.95
8.15,46.175,0,0.47
8.15,46.2,0,0.47
8.15,46.225,0,0.47
8.15,46.25,0,0.47
8.15,46.275,0,0.47
8.15,46.3,0,0.95
8.15,46.325,0,0.95
8.15,46.35,0,0.16
8.15,46.375,0,0.47
8.15,46.4,0,0.95
8.15,46.425,0,0.47
8.15,46.45,0,0.47
8.15,46.475,0,0.47
8.15,46.5,0,0.47
8.15,46.525,0,0.47
8.15,46.55,0,0.47
8.15,46.575,0,0.95
8.15,46.6,0,0.47
8.15,46.625,0,0.47
8.15,46.65,0,0.47
8.15,46.675,0,0.16
8.15,46.7,0,0.47
8.15,46.725,0,0.44
8.15,46.75,0,0.44
8.15,46.775,0,0.44
8.15,46.8,0,0.47
8.15,46.825,0,0.47
8.15,46.85,0,0.16
8.15,46.875,0,0.16
8.15,46.9,0,0.16
8.15,46.925,0,0.16
8.15,46.95,0,0.47
8.15,46.975,0,0.53
8.15,47,0,0.99
8.15,47.025,0,0.86
8.15,47.05,0,0.86
8.15,47.075,0,1.07
8.15,47.1,0,1.07
8.15,47.125,0,0.86
8.15,47.15,0,0.47
8.15,47.175,0,0.86
8.15,47.2,0,0.86
8.15,47.225,0,0.86
8.15,47.25,0,1.07
8.15,47.275,0,0.94
8.15,47.3,0,1.07
8.15,47.325,0,0.94
8.15,47.35,0,0.86
8.15,47.375,0,0.94
8.15,47.4,0,0.94
8.15,47.425,0,0.94
8.15,47.45,0,0.94
8.15,47.475,0,1.07
8.15,47.5,0,0.96
8.15,47.525,0,0.96
8.15,47.55,0,0.94
8.15,47.575,0,1.21
8.15,47.6,0,0.94
8.15,47.625,0,1.21
8.15,47.65,0,1.21
8.15,47.675,0,0.47
8.15,47.7,0,0.47
8.15,47.725,0,0.47
8.15,47.75,0,0.47
8.15,47.775,0,0.47
8.15,47.8,0,0.47
8.175,45.8,0,0.47
8.175,45.825,0,0.47
8.175,45.85,0,0.47
8.175,45.875,0,0.47
8.175,45.9,0,0.47
8.175,45.925,0,0.47
8.175,45.95,0,0.47
8.175,45.975,0,0.95
8.175,46,0,0.95
8.175,46.025,0,0.47
8.175,46.05,0,0.95
8.175,46.075,0,0.95
8.175,46.1,0,0.47
8.175,46.125,0,0.47
8.175,46.15,0,0.95
8.175,46.175,0,0.47
8.175,46.2,0,0.47
8.175,46.225,0,0.47
8.175,46.25,0,0.47
8.175,46.275,0,0.47
8.175,46.3,0,0.95
8.175,46.325,0,0.95
8.175,46.35,0,0.95
8.175,46.375,0,0.16
8.175,46.4,0,0.95
8.175,46.425,0,0.47
8.175,46.45,0,0.47
8.175,46.475,0,0.47
8.175,46.5,0,0.47
8.175,46.525,0,0.95
8.175,46.55,0,0.47
8.175,46.575,0,0.47
8.175,46.6,0,0.95
8.175,46.625,0,0.47
8.175,46.65,0,0.47
8.175,46.675,0,0.47
8.175,46.7,0,0.47
8.175,46.725,0,0.8
8.175,46.75,0,0.44
8.175,46.775,0,0.44
8.175,46.8,0,0.47
8.175,46.825,0,0.47
8.175,46.85,0,0.47
8.175,46.875,0,0.16
8.175,46.9,0,0.93
8.175,46.925,0,0.61
8.175,46.95,0,0.47
8.175,46.975,0,0.47
8.175,47,0,0.86
8.175,47.025,0,0.94
8.175,47.05,0,1.07
8.175,47.075,0,1.07
8.175,47.1,0,1.07
8.175,47.125,0,0.47
8.175,47.15,0,1.07
8.175,47.175,0,0.86
8.175,47.2,0,0.86
8.175,47.225,0,0.94
8.175,47.25,0,0.86
8.175,47.275,0,1.07
8.175,47.3,0,1.07
8.175,47.325,0,0.86
8.175,47.35,0,0.86
8.175,47.375,0,0.94
8.175,47.4,0,0.94
8.175,47.425,0,0.96
8.175,47.45,0,0.96
8.175,47.475,0,0.88
8.175,47.5,0,0.94
8.175,47.525,0,0.96
8.175,47.55,0,0.94
8.175,47.575,0,1.2
8.175,47.6,0,0.88
8.175,47.625,0,1.21
8.175,47.65,0,1.21
8.175,47.675,0,0.47
8.175,47.7,0,0.47
8.175,47.725,0,0.47
8.175,47.75,0,0.47
8.175,47.775,0,0.47
8.175,47.8,0,0.47
8.2,45.8,0,0.47
8.2,45.825,0,0.47
8.2,45.85,0,0.47
8.2,45.875,0,0.47
8.2,45.9,0,0.47
8.2,45.925,0,0.47
8.2,45.95,0,0.47
8.2,45.975,0,0.47
8.2,46,0,0.47
8.2,46.025,0,0.47
8.2,46.05,0,0.95
8.2,46.075,0,0.95
8.2,46.1,0,0.47
8.2,46.125,0,0.47
8.2,46.15,0,0.47
8.2,46.175,0,0.47
8.2,46.2,0,0.47
8.2,46.225,0,0.47
8.2,46.25,0,0.47
8.2,46.275,0,0.47
8.2,46.3,0,0.16
8.2,46.325,0,0.95
8.2,46.35,0,0.95
8.2,46.375,0,0.16
8.2,46.4,0,0.47
8.2,46.425,0,0.95
8.2,46.45,0,0.47
8.2,46.475,0,0.95
8.2,46.5,0,0.47
8.2,46.525,0,0.47
8.2,46.55,0,0.47
8.2,46.575,0,0.47
8.2,46.6,0,0.47
8.2,46.625,0,0.47
8.2,46.65,0,0.47
8.2,46.675,0,0.47
8.2,46.7,0,0.47
8.2,46.725,0,0.8
8.2,46.75,0,0.61
8.2,46.775,0,0.44
8.2,46.8,0,0.47
8.2,46.825,0,0.47
8.2,46.85,0,0.47
8.2,46.875,0,0.16
8.2,46.9,0,0.61
8.2,46.925,0,0.16
8.2,46.95,0,0.47
8.2,46.975,0,0.47
8.2,47,0,1.05
8.2,47.025,0,0.86
8.2,47.05,0,1.07
8.2,47.075,0,1.07
8.2,47.1,0,0.86
8.2,47.125,0,0.88
8.2,47.15,0,0.86
8.2,47.175,0,0.86
8.2,47.2,0,0.86
8.2,47.225,0,0.86
8.2,47.25,0,0.86
8.2,47.275,0,0.86
8.2,47.3,0,0.47
8.2,47.325,0,0.88
8.2,47.35,0,0.94
8.2,47.375,0,1.03
8.2,47.4,0,0.94
8.2,47.425,0,0.96
8.2,47.45,0,0.94
8.2,47.475,0,0.94
8.2,47.5,0,0.94
8.2,47.525,0,0.96
8.2,47.55,0,0.94
8.2,47.575,0,0.94
8.2,47.6,0,0.94
8.2,47.625,0,1.21
8.2,47.65,0,0.47
8.2,47.675,0,1.21
8.2,47.7,0,0.47
8.2,47.725,0,0.47
8.2,47.75,0,0.47
8.2,47.775,0,0.47
8.2,47.8,0,0.47
8.225,45.8,0,0.47
8.225,45.825,0,0.47
8.225,45.85,0,0.47
8.225,45.875,0,0.47
8.225,45.9,0,0.47
8.225,45.925,0,0.47
8.225,45.95,0,0.47
8.225,45.975,0,0.47
8.225,46,0,0.95
8.225,46.025,0,0.47
8.225,46.05,0,0.95
8.225,46.075,0,0.95
8.225,46.1,0,0.95
8.225,46.125,0,0.47
8.225,46.15,0,0.47
8.225,46.175,0,0.47
8.225,46.2,0,0.47
8.225,46.225,0,0.47
8.225,46.25,0,0.47
8.225,46.275,0,0.47
8.225,46.3,0,0.47
8.225,46.325,0,0.16
8.225,46.35,0,0.95
8.225,46.375,0,0.47
8.225,46.4,0,0.16
8.225,46.425,0,0.47
8.225,46.45,0,0.56
8.225,46.475,0,0.95
8.225,46.5,0,0.95
8.225,46.525,0,0.47
8.225,46.55,0,0.47
8.225,46.575,0,0.47
8.225,46.6,0,0.47
8.225,46.625,0,0.47
8.225,46.65,0,0.47
8.225,46.675,0,0.47
8.225,46.7,0,0.47
8.225,46.725,0,0.47
8.225,46.75,0,0.47
8.225,46.775,0,0.44
8.225,46.8,0,0.44
8.225,46.825,0,0.47
8.225,46.85,0,0.61
8.225,46.875,0,0.47
8.225,46.9,0,0.7
8.225,46.925,0,0.16
8.225,46.95,0,0.47
8.225,46.975,0,0.47
8.225,47,0,0.57
8.225,47.025,0,0.86
8.225,47.05,0,0.88
8.225,47.075,0,1.07
8.225,47.1,0,1.07
8.225,47.125,0,1.07
8.225,47.15,0,0.86
8.225,47.175,0,0.86
8.225,47.2,0,0.86
8.225,47.225,0,0.86
8.225,47.25,0,0.47
8.225,47.275,0,0.47
8.225,47.3,0,0.86
8.225,47.325,0,0.86
8.225,47.35,0,0.86
8.225,47.375,0,1.2
8.225,47.4,0,1.03
8.225,47.425,0,0.86
8.225,47.45,0,0.94
8.225,47.475,0,0.94
8.225,47.5,0,1.2
8.225,47.525,0,0.94
8.225,47.55,0,0.47
8.225,47.575,0,0.94
8.225,47.6,0,0.88
8.225,47.625,0,1.21
8.225,47.65,0,1.21
8.225,47.675,0,1.21
8.225,47.7,0,0.47
8.225,47.725,0,0.47
8.225,47.75,0,0.47
8.225,47.775,0,0.47
8.225,47.8,0,0.47
8.25,45.8,0,0.47
8.25,45.825,0,0.47
8.25,45.85,0,0.47
8.25,45.875,0,0.47
8.25,45.9,0,0.47
8.25,45.925,0,0.47
8.25,45.95,0,0.47
8.25,45.975,0,0.47
8.25,46,0,0.47
8.25,46.025,0,0.95
8.25,46.05,0,0.47
8.25,46.075,0,0.95
8.25,46.1,0,0.47
8.25,46.125,0,0.47
8.25,46.15,0,0.47
8.25,46.175,0,0.47
8.25,46.2,0,0.61
8.25,46.225,0,0.47
8.25,46.25,0,0.47
8.25,46.275,0,0.47
8.25,46.3,0,0.47
8.25,46.325,0,0.95
8.25,46.35,0,0.47
8.25,46.375,0,0.47
8.25,46.4,0,0.16
8.25,46.425,0,0.47
8.25,46.45,0,0.47
8.25,46.475,0,0.47
8.25,46.5,0,0.47
8.25,46.525,0,0.47
8.25,46.55,0,0.47
8.25,46.575,0,0.47
8.25,46.6,0,0.47
8.25,46.625,0,0.95
8.25,46.65,0,0.47
8.25,46.675,0,0.47
8.25,46.7,0,0.47
8.25,46.725,0,0.47
8.25,46.75,0,0.47
8.25,46.775,0,0.44
8.25,46.8,0,0.47
8.25,46.825,0,0.47
8.25,46.85,0,0.47
8.25,46.875,0,0.47
8.25,46.9,0,0.79
8.25,46.925,0,0.47
8.25,46.95,0,0.47
8.25,46.975,0,0.47
8.25,47,0,0.53
8.25,47.025,0,0.99
8.25,47.05,0,0.88
8.25,47.075,0,1.07
8.25,47.1,0,1.07
8.25,47.125,0,1.07
8.25,47.15,0,0.86
8.25,47.175,0,0.86
8.25,47.2,0,0.86
8.25,47.225,0,0.86
8.25,47.25,0,0.86
8.25,47.275,0,0.86
8.25,47.3,0,0.86
8.25,47.325,0,0.86
8.25,47.35,0,1.2
8.25,47.375,0,0.86
8.25,47.4,0,0.94
8.25,47.425,0,0.86
8.25,47.45,0,0.94
8.25,47.475,0,0.96
8.25,47.5,0,0.94
8.25,47.525,0,0.94
8.25,47.55,0,0.94
8.25,47.575,0,0.47
8.25,47.6,0,0.94
8.25,47.625,0,0.94
8.25,47.65,0,0.47
8.25,47.675,0,0.47
8.25,47.7,0,0.47
8.25,47.725,0,0.47
8.25,47.75,0,0.47
8.25,47.775,0,0.47
8.25,47.8,0,0.47
8.275,45.8,0,0.47
8.275,45.825,0,0.47
8.275,45.85,0,0.47
8.275,45.875,0,0.47
8.275,45.9,0,0.47
8.275,45.925,0,0.47
8.275,45.95,0,0.47
8.275,45.975,0,0.47
8.275,46,0,0.47
8.275,46.025,0,0.8
8.275,46.05,0,0.8
8.275,46.075,0,0.8
8.275,46.1,0,0.47
8.275,46.125,0,0.8
8.275,46.15,0,0.47
8.275,46.175,0,0.47
8.275,46.2,0,0.47
8.275,46.225,0,0.47
8.275,46.25,0,0.47
8.275,46.275,0,0.47
8.275,46.3,0,0.47
8.275,46.325,0,0.47
8.275,46.35,0,0.47
8.275,46.375,0,0.47
8.275,46.4,0,0.95
8.275,46.425,0,0.47
8.275,46.45,0,0.47
8.275,46.475,0,0.95
8.275,46.5,0,0.47
8.275,46.525,0,0.95
8.275,46.55,0,0.95
8.275,46.575,0,0.47
8.275,46.6,0,0.47
8.275,46.625,0,0.47
8.275,46.65,0,0.95
8.275,46.675,0,0.47
8.275,46.7,0,0.47
8.275,46.725,0,0.44
8.275,46.75,0,0.47
8.275,46.775,0,0.61
8.275,46.8,0,0.44
8.275,46.825,0,0.44
8.275,46.85,0,0.47
8.275,46.875,0,0.47
8.275,46.9,0,0.56
8.275,46.925,0,0.79
8.275,46.95,0,0.79
8.275,46.975,0,0.47
8.275,47,0,0.53
8.275,47.025,0,0.99
8.275,47.05,0,1.03
8.275,47.075,0,0.88
8.275,47.1,0,1.07
8.275,47.125,0,1.07
8.275,47.15,0,1.07
8.275,47.175,0,0.88
8.275,47.2,0,0.86
8.275,47.225,0,1.07
8.275,47.25,0,0.86
8.275,47.275,0,0.86
8.275,47.3,0,0.86
8.275,47.325,0,1.07
8.275,47.35,0,0.86
8.275,47.375,0,0.86
8.275,47.4,0,0.86
8.275,47.425,0,0.86
8.275,47.45,0,0.94
8.275,47.475,0,0.86
8.275,47.5,0,1.07
8.275,47.525,0,0.96
8.275,47.55,0,1.19
8.275,47.575,0,0.96
8.275,47.6,0,1.22
8.275,47.625,0,1.21
8.275,47.65,0,1.21
8.275,47.675,0,1.21
8.275,47.7,0,0.47
8.275,47.725,0,0.47
8.275,47.75,0,0.47
8.275,47.775,0,0.47
8.275,47.8,0,0.47
8.3,45.8,0,0.47
8.3,45.825,0,0.47
8.3,45.85,0,0.47
8.3,45.875,0,0.47
8.3,45.9,0,0.47
8.3,45.925,0,0.47
8.3,45.95,0,0.47
8.3,45.975,0,0.47
8.3,46,0,0.8
8.3,46.025,0,0.47
8.3,46.05,0,0.47
8.3,46.075,0,0.47
8.3,46.1,0,0.8
8.3,46.125,0,0.8
8.3,46.15,0,0.8
8.3,46.175,0,0.47
8.3,46.2,0,0.47
8.3,46.225,0,0.7
8.3,46.25,0,0.61
8.3,46.275,0,0.95
8.3,46.3,0,0.47
8.3,46.325,0,0.47
8.3,46.35,0,0.47
8.3,46.375,0,0.95
8.3,46.4,0,0.95
8.3,46.425,0,0.16
8.3,46.45,0,0.47
8.3,46.475,0,0.47
8.3,46.5,0,0.56
8.3,46.525,0,0.95
8.3,46.55,0,0.47
8.3,46.575,0,0.47
8.3,46.6,0,0.47
8.3,46.625,0,0.47
8.3,46.65,0,0.95
8.3,46.675,0,0.47
8.3,46.7,0,0.47
8.3,46.725,0,0.47
8.3,46.75,0,0.44
8.3,46.775,0,0.47
8.3,46.8,0,0.44
8.3,46.825,0,0.61
8.3,46.85,0,0.47
8.3,46.875,0,0.47
8.3,46.9,0,0.61
8.3,46.925,0,0.7
8.3,46.95,0,0.47
8.3,46.975,0,0.47
8.3,47,0,0.53
8.3,47.025,0,0.88
8.3,47.05,0,0.99
8.3,47.075,0,0.88
8.3,47.1,0,1.07
8.3,47.125,0,1.07
8.3,47.15,0,0.86
8.3,47.175,0,0.86
8.3,47.2,0,0.86
8.3,47.225,0,0.86
8.3,47.25,0,0.86
8.3,47.275,0,0.86
8.3,47.3,0,0.86
8.3,47.325,0,1.2
8.3,47.35,0,0.86
8.3,47.375,0,0.94
8.3,47.4,0,0.94
8.3,47.425,0,0.86
8.3,47.45,0,0.99
8.3,47.475,0,0.94
8.3,47.5,0,0.86
8.3,47.525,0,1.07
8.3,47.55,0,0.94
8.3,47.575,0,1.2
8.3,47.6,0,0.88
8.3,47.625,0,0.88
8.3,47.65,0,1.22
8.3,47.675,0,1.21
8.3,47.7,0,0.47
8.3,47.725,0,0.47
8.3,47.75,0,0.47
8.3,47.775,0,0.47
8.3,47.8,0,0.47
8.325,45.8,0,0.47
8.325,45.825,0,0.95
8.325,45.85,0,0.47
8.325,45.875,0,0.47
8.325,45.9,0,0.47
8.325,45.925,0,0.47
8.325,45.95,0,0.47
8.325,45.975,0,0.47
8.325,46,0,0.8
8.325,46.025,0,0.47
8.325,46.05,0,0.95
8.325,46.075,0,0.47
8.325,46.1,0,0.95
8.325,46.125,0,0.95
8.325,46.15,0,0.8
8.325,46.175,0,0.47
8.325,46.2,0,0.47
8.325,46.225,0,0.47
8.325,46.25,0,0.47
8.325,46.275,0,0.47
8.325,46.3,0,0.47
8.325,46.325,0,0.47
8.325,46.35,0,0.16
8.325,46.375,0,0.95
8.325,46.4,0,0.47
8.325,46.425,0,0.16
8.325,46.45,0,0.47
8.325,46.475,0,0.47
8.325,46.5,0,0.95
8.325,46.525,0,0.95
8.325,46.55,0,0.47
8.325,46.575,0,0.47
8.325,46.6,0,0.47
8.325,46.625,0,0.47
8.325,46.65,0,0.95
8.325,46.675,0,0.95
8.325,46.7,0,0.47
8.325,46.725,0,0.47
8.325,46.75,0,0.47
8.325,46.775,0,0.47
8.325,46.8,0,0.44
8.325,46.825,0,0.44
8.325,46.85,0,0.44
8.325,46.875,0,0.47
8.325,46.9,0,0.44
8.325,46.925,0,0.47
8.325,46.95,0,1.19
8.325,46.975,0,0.47
8.325,47,0,0.47
8.325,47.025,0,0.99
8.325,47.05,0,0.47
8.325,47.075,0,1.07
8.325,47.1,0,0.88
8.325,47.125,0,1.07
8.325,47.15,0,0.86
8.325,47.175,0,1.07
8.325,47.2,0,0.86
8.325,47.225,0,0.86
8.325,47.25,0,0.86
8.325,47.275,0,1.07
8.325,47.3,0,1.2
8.325,47.325,0,0.86
8.325,47.35,0,0.86
8.325,47.375,0,0.94
8.325,47.4,0,0.86
8.325,47.425,0,1.2
8.325,47.45,0,0.94
8.325,47.475,0,0.96
8.325,47.5,0,1.07
8.325,47.525,0,0.99
8.325,47.55,0,1.07
8.325,47.575,0,0.94
8.325,47.6,0,0.94
8.325,47.625,0,0.88
8.325,47.65,0,1.21
8.325,47.675,0,1.21
8.325,47.7,0,1.21
8.325,47.725,0,1.21
8.325,47.75,0,1.21
8.325,47.775,0,0.47
8.325,47.8,0,0.47
8.35,45.8,0,0.47
8.35,45.825,0,0.95
8.35,45.85,0,0.95
8.35,45.875,0,0.47
8.35,45.9,0,0.47
8.35,45.925,0,0.47
8.35,45.95,0,0.47
8.35,45.975,0,0.47
8.35,46,0,0.8
8.35,46.025,0,0.47
8.35,46.05,0,0.95
8.35,46.075,0,0.95
8.35,46.1,0,0.95
8.35,46.125,0,0.95
8.35,46.15,0,0.47
8.35,46.175,0,0.47
8.35,46.2,0,0.47
8.35,46.225,0,0.47
8.35,46.25,0,0.61
8.35,46.275,0,0.47
8.35,46.3,0,0.47
8.35,46.325,0,0.47
8.35,46.35,0,0.16
8.35,46.375,0,0.47
8.35,46.4,0,0.47
8.35,46.425,0,0.16
8.35,46.45,0,0.47
8.35,46.475,0,0.47
8.35,46.5,0,0.47
8.35,46.525,0,0.95
8.35,46.55,0,0.47
8.35,46.575,0,0.47
8.35,46.6,0,0.47
8.35,46.625,0,0.47
8.35,46.65,0,0.47
8.35,46.675,0,0.95
8.35,46.7,0,0.47
8.35,46.725,0,0.47
8.35,46.75,0,0.44
8.35,46.775,0,0.47
8.35,46.8,0,0.44
8.35,46.825,0,0.47
8.35,46.85,0,0.44
8.35,46.875,0,0.47
8.35,46.9,0,0.47
8.35,46.925,0,0.47
8.35,46.95,0,0.61
8.35,46.975,0,0.47
8.35,47,0,0.47
8.35,47.025,0,0.47
8.35,47.05,0,0.99
8.35,47.075,0,1.03
8.35,47.1,0,1.07
8.35,47.125,0,1.07
8.35,47.15,0,1.07
8.35,47.175,0,1.07
8.35,47.2,0,1.07
8.35,47.225,0,0.86
8.35,47.25,0,0.86
8.35,47.275,0,0.86
8.35,47.3,0,0.86
8.35,47.325,0,0.86
8.35,47.35,0,0.94
8.35,47.375,0,0.86
8.35,47.4,0,1.2
8.35,47.425,0,1.07
8.35,47.45,0,0.94
8.35,47.475,0,0.99
8.35,47.5,0,0.94
8.35,47.525,0,1.07
8.35,47.55,0,0.94
8.35,47.575,0,0.94
8.35,47.6,0,0.96
8.35,47.625,0,1.19
8.35,47.65,0,1.22
8.35,47.675,0,1.21
8.35,47.7,0,1.21
8.35,47.725,0,0.47
8.35,47.75,0,0.47
8.35,47.775,0,1.21
8.35,47.8,0,0.47
8.375,45.8,0,0.47
8.375,45.825,0,0.47
8.375,45.85,0,0.47
8.375,45.875,0,0.47
8.375,45.9,0,0.47
8.375,45.925,0,0.47
8.375,45.95,0,0.47
8.375,45.975,0,0.47
8.375,46,0,0.47
8.375,46.025,0,0.47
8.375,46.05,0,0.95
8.375,46.075,0,0.95
8.375,46.1,0,0.47
8.375,46.125,0,0.95
8.375,46.15,0,0.47
8.375,46.175,0,0.16
8.375,46.2,0,0.47
8.375,46.225,0,0.95
8.375,46.25,0,0.47
8.375,46.275,0,0.47
8.375,46.3,0,0.47
8.375,46.325,0,0.47
8.375,46.35,0,0.47
8.375,46.375,0,0.47
8.375,46.4,0,0.47
8.375,46.425,0,0.16
8.375,46.45,0,0.16
8.375,46.475,0,0.95
8.375,46.5,0,0.47
8.375,46.525,0,0.95
8.375,46.55,0,1.19
8.375,46.575,0,0.47
8.375,46.6,0,0.47
8.375,46.625,0,0.47
8.375,46.65,0,0.47
8.375,46.675,0,0.47
8.375,46.7,0,0.47
8.375,46.725,0,0.47
8.375,46.75,0,0.47
8.375,46.775,0,0.16
8.375,46.8,0,0.47
8.375,46.825,0,0.93
8.375,46.85,0,0.47
8.375,46.875,0,0.79
8.375,46.9,0,0.47
8.375,46.925,0,0.47
8.375,46.95,0,0.61
8.375,46.975,0,0.47
8.375,47,0,0.47
8.375,47.025,0,0.47
8.375,47.05,0,0.99
8.375,47.075,0,0.99
8.375,47.1,0,0.88
8.375,47.125,0,1.07
8.375,47.15,0,0.86
8.375,47.175,0,1.07
8.375,47.2,0,1.07
8.375,47.225,0,0.86
8.375,47.25,0,0.86
8.375,47.275,0,0.8
8.375,47.3,0,0.8
8.375,47.325,0,0.8
8.375,47.35,0,0.86
8.375,47.375,0,1.07
8.375,47.4,0,0.94
8.375,47.425,0,0.94
8.375,47.45,0,0.86
8.375,47.475,0,0.99
8.375,47.5,0,1.07
8.375,47.525,0,1.07
8.375,47.55,0,0.99
8.375,47.575,0,0.96
8.375,47.6,0,1.07
8.375,47.625,0,0.94
8.375,47.65,0,0.94
8.375,47.675,0,0.88
8.375,47.7,0,1.21
8.375,47.725,0,1.21
8.375,47.75,0,1.21
8.375,47.775,0,1.21
8.375,47.8,0,1.21
8.4,45.8,0,0.47
8.4,45.825,0,0.47
8.4,45.85,0,0.47
8.4,45.875,0,0.8
8.4,45.9,0,0.47
8.4,45.925,0,0.95
8.4,45.95,0,0.47
8.4,45.975,0,0.47
8.4,46,0,0.47
8.4,46.025,0,0.47
8.4,46.05,0,0.47
8.4,46.075,0,0.95
8.4,46.1,0,0.47
8.4,46.125,0,0.95
8.4,46.15,0,0.47
8.4,46.175,0,0.47
8.4,46.2,0,0.95
8.4,46.225,0,0.47
8.4,46.25,0,0.95
8.4,46.275,0,0.44
8.4,46.3,0,0.47
8.4,46.325,0,0.47
8.4,46.35,0,0.47
8.4,46.375,0,0.47
8.4,46.4,0,0.47
8.4,46.425,0,0.47
8.4,46.45,0,0.16
8.4,46.475,0,0.93
8.4,46.5,0,0.47
8.4,46.525,0,0.47
8.4,46.55,0,1.19
8.4,46.575,0,0.95
8.4,46.6,0,0.47
8.4,46.625,0,0.47
8.4,46.65,0,0.47
8.4,46.675,0,0.47
8.4,46.7,0,0.47
8.4,46.725,0,0.47
8.4,46.75,0,0.47
8.4,46.775,0,0.47
8.4,46.8,0,0.93
8.4,46.825,0,0.7
8.4,46.85,0,0.47
8.4,46.875,0,0.93
8.4,46.9,0,0.47
8.4,46.925,0,0.56
8.4,46.95,0,0.61
8.4,46.975,0,0.79
8.4,47,0,0.47
8.4,47.025,0,0.47
8.4,47.05,0,0.47
8.4,47.075,0,0.99
8.4,47.1,0,1.03
8.4,47.125,0,0.86
8.4,47.15,0,0.88
8.4,47.175,0,0.88
8.4,47.2,0,0.8
8.4,47.225,0,0.8
8.4,47.25,0,0.94
8.4,47.275,0,0.8
8.4,47.3,0,1.07
8.4,47.325,0,0.86
8.4,47.35,0,1.07
8.4,47.375,0,1.07
8.4,47.4,0,0.56
8.4,47.425,0,0.94
8.4,47.45,0,0.88
8.4,47.475,0,0.99
8.4,47.5,0,0.88
8.4,47.525,0,1.07
8.4,47.55,0,1.2
8.4,47.575,0,0.94
8.4,47.6,0,1.07
8.4,47.625,0,1.19
8.4,47.65,0,0.94
8.4,47.675,0,1.22
8.4,47.7,0,1.21
8.4,47.725,0,1.21
8.4,47.75,0,1.21
8.4,47.775,0,1.21
8.4,47.8,0,1.21
8.425,45.8,0,0.47
8.425,45.825,0,0.47
8.425,45.85,0,0.47
8.425,45.875,0,0.47
8.425,45.9,0,0.47
8.425,45.925,0,0.8
8.425,45.95,0,0.47
8.425,45.975,0,0.47
8.425,46,0,0.47
8.425,46.025,0,0.47
8.425,46.05,0,0.47
8.425,46.075,0,0.47
8.425,46.1,0,0.47
8.425,46.125,0,0.95
8.425,46.15,0,0.47
8.425,46.175,0,0.47
8.425,46.2,0,0.47
8.425,46.225,0,0.95
8.425,46.25,0,0.95
8.425,46.275,0,0.95
8.425,46.3,0,0.95
8.425,46.325,0,0.47
8.425,46.35,0,0.47
8.425,46.375,0,0.47
8.425,46.4,0,0.47
8.425,46.425,0,0.47
8.425,46.45,0,0.47
8.425,46.475,0,0.47
8.425,46.5,0,0.47
8.425,46.525,0,0.47
8.425,46.55,0,0.47
8.425,46.575,0,0.47
8.425,46.6,0,0.47
8.425,46.625,0,0.47
8.425,46.65,0,0.47
8.425,46.675,0,0.47
8.425,46.7,0,0.47
8.425,46.725,0,0.47
8.425,46.75,0,0.47
8.425,46.775,0,0.47
8.425,46.8,0,0.16
8.425,46.825,0,0.93
8.425,46.85,0,0.47
8.425,46.875,0,0.47
8.425,46.9,0,0.47
8.425,46.925,0,0.47
8.425,46.95,0,0.47
8.425,46.975,0,0.79
8.425,47,0,0.47
8.425,47.025,0,0.47
8.425,47.05,0,0.53
8.425,47.075,0,0.86
8.425,47.1,0,0.99
8.425,47.125,0,0.94
8.425,47.15,0,1.07
8.425,47.175,0,1.07
8.425,47.2,0,0.94
8.425,47.225,0,0.8
8.425,47.25,0,0.86
8.425,47.275,0,0.86
8.425,47.3,0,0.86
8.425,47.325,0,1.07
8.425,47.35,0,1.07
8.425,47.375,0,0.86
8.425,47.4,0,0.8
8.425,47.425,0,1.07
8.425,47.45,0,0.88
8.425,47.475,0,0.86
8.425,47.5,0,0.94
8.425,47.525,0,0.94
8.425,47.55,0,1.07
8.425,47.575,0,0.86
8.425,47.6,0,0.99
8.425,47.625,0,0.96
8.425,47.65,0,0.94
8.425,47.675,0,0.47
8.425,47.7,0,1.22
8.425,47.725,0,0.93
8.425,47.75,0,1.21
8.425,47.775,0,1.21
8.425,47.8,0,1.21
8.45,45.8,0,0.95
8.45,45.825,0,0.47
8.45,45.85,0,0.95
8.45,45.875,0,0.47
8.45,45.9,0,0.47
8.45,45.925,0,0.8
8.45,45.95,0,0.47
8.45,45.975,0,0.47
8.45,46,0,0.47
8.45,46.025,0,0.47
8.45,46.05,0,0.47
8.45,46.075,0,0.47
8.45,46.1,0,0.47
8.45,46.125,0,0.47
8.45,46.15,0,0.47
8.45,46.175,0,0.47
8.45,46.2,0,0.47
8.45,46.225,0,0.47
8.45,46.25,0,0.95
8.45,46.275,0,0.93
8.45,46.3,0,0.95
8.45,46.325,0,0.44
8.45,46.35,0,0.47
8.45,46.375,0,0.47
8.45,46.4,0,0.47
8.45,46.425,0,0.47
8.45,46.45,0,0.47
8.45,46.475,0,0.95
8.45,46.5,0,0.47
8.45,46.525,0,0.47
